,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,number,street,city,district,postcode,latGold,lonGold
2523,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2524,749,749,749,601,RUA RENE CASTERA,SAO PAULO,JARDIM ANGELA,,-23.750653,-46.776956
2525,1424,1424,1424,       318,FRANCISCO NOBREGA BARBOSA,SAO PAULO,JARDIM SAO LUIS,,-23.670131,-46.729354
2526,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2527,4400,4400,4400,78,RUA MESTRE SIMEAO JOSE DE NAZARE,SAO PAULO,CACHOEIRINHA,,-23.46328,-46.671745
2528,2008,2008,2008,1300,AVENIDA NOSSA SENHORA DO SABARA,SAO PAULO,CAMPO GRANDE,,-23.666921,-46.690106
2529,722,722,722,47,RUA CARMELIA T RAIMONDI,SAO PAULO,PARELHEIROS,,-23.84435,-46.732962
2530,10003,10003,10003,200,DEMETER,SAO PAULO,PARQUE DO CARMO,,-23.583715,-46.451522
2531,6349,6349,6349,SN,RUA PROFESSOR JOSE OZI,SAO PAULO,IPIRANGA,,-23.609598,-46.581567
2532,725,725,725,33,RUA PEDRO ROSCHEL,SAO PAULO,PARELHEIROS,,-23.82693,-46.730473
2533,9441,9441,9441,139,RUA MOACIR ALVARO,SAO PAULO,VILA MATILDE,,-23.54539,-46.525209
2534,7655,7655,7655,487,RUA CORONEL OSCAR PORTO,SAO PAULO,VILA MARIANA,,-23.573414,-46.646759
2535,810,810,810,913,PIRAJU,SAO PAULO,PARELHEIROS,,-23.803346,-46.724973
2536,2234,2234,2234,259,AVENIDA MASCOTE,SAO PAULO,JABAQUARA,,-23.64365,-46.670057
2537,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2538,10721,10721,10721,2737,AVENIDA DOUTOR JOSE ARTHUR DONA NOVA,SAO PAULO,JARDIM HELENA,,-23.474758,-46.424325
2539,1506,1506,1506,       176,SABIN,SAO PAULO,CAPAO REDONDO,,-23.656772,-46.769276
2540,204,204,204,2,BENEDITO SCHUNCK,SAO PAULO,MARSILAC,,-23.880401,-46.741814
2541,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2542,10360,10360,10360,223,DOUTOR JOSE GAVRONSKI,SAO PAULO,VILA CURUCA,,-23.52752,-46.40861
2543,5206,5206,5206,S/N,RUA ALVARENGA,SAO PAULO,PEDREIRA,,-23.713869,-46.634922
2544,7798,7798,7798,56,JULIO MARCONDES SALGADO GENERAL,SAO PAULO,SANTA CECILIA,,-23.536243,-46.650366
2545,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2546,6536,6536,6536,2521,RUA COSTA BARROS,SAO PAULO,SAO LUCAS,,-23.601664,-46.54607
2547,9908,9908,9908,2,RUA ENCONTROS E DESPEDIDAS,SAO PAULO,ITAQUERA,,-23.524119,-46.466745
2548,9237,9237,9237,100,CRISANTEMO,SAO PAULO,TREMEMBE,,-23.431378,-46.573848
2549,4280,4280,4280,577,BRIGADEIRO XAVIER DE BRITO,SAO PAULO,LIMAO,,-23.499869,-46.665639
2550,9358,9358,9358,559,PEDRO DE CASTRO VELHO,SAO PAULO,SAPOPEMBA,,-23.592237,-46.516466
2551,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
2552,1501,1501,1501,401,RUA GASTAO RAUL DE FORTON BOUSQUET,SAO PAULO,CAPAO REDONDO,,-23.655347,-46.773102
2553,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
2554,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
2555,5028,5028,5028,153,JOAO LANG,SAO PAULO,PARELHEIROS,,-23.867688,-46.652727
2556,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2557,5667,5667,5667,298,IBITURUNA,SAO PAULO,SAUDE,,-23.623093,-46.631931
2558,4464,4464,4464,       670,GUIOMAR NOVAES,SAO PAULO,JARAGUA,,-23.451502,-46.7508
2559,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
2560,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
2561,9558,9558,9558,20,QUINTINO DONA CUNHA,SAO PAULO,CIDADE LIDER,,-23.561721,-46.495779
2562,1520,1520,1520,431,OSCAR CAMPIGLIA,SAO PAULO,CAMPO LIMPO,,-23.643348,-46.763029
2563,9237,9237,9237,100,CRISANTEMO,SAO PAULO,TREMEMBE,,-23.431378,-46.573848
2564,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2565,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2566,5720,5720,5720,SN,RUA ANDRE PUJOS,SAO PAULO,SACOMA,,-23.658007,-46.613201
2567,5285,5285,5285,58,RUA ANTONIO COVELO,SAO PAULO,JABAQUARA,,-23.659222,-46.661169
2568,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
2569,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2570,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2571,720,720,720,S/N,SINFONIA MILITAR TRAV H,SAO PAULO,PARELHEIROS,,-23.803575,-46.764608
2572,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2573,7457,7457,7457,       215,VILZA,SAO PAULO,SAPOPEMBA,,-23.60925,-46.432463
2574,4439,4439,4439,10,PEDRO JOSE DE LIMA,SAO PAULO,ANHANGUERA,,-23.440553,-46.787412
2575,6265,6265,6265,654,PATENTE,SAO PAULO,SACOMA,,-23.628216,-46.586806
2576,1885,1885,1885,1521,FREDERICO RENE DE JAEGHER,SAO PAULO,CIDADE DUTRA,,-23.723445,-46.709062
2577,1753,1753,1753,200,RUA CATARINENSES,SAO PAULO,VILA ANDRADE,,-23.630439,-46.742781
2578,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2579,10721,10721,10721,2737,AVENIDA DOUTOR JOSE ARTHUR DONA NOVA,SAO PAULO,JARDIM HELENA,,-23.474758,-46.424325
2580,11582,11582,11582,        87,MANUEL FELIX DE LIMA,SAO PAULO,JARDIM HELENA,,-23.478051,-46.384025
2581,3777,3777,3777,651,RUA STEFANO MAUSER,SAO PAULO,PIRITUBA,,-23.475607,-46.73893
2582,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
2583,10524,10524,10524,150,SERRA DONA JURUOCA,SAO PAULO,SAO MIGUEL,,-23.488459,-46.447645
2584,1597,1597,1597,279,ASDRUBAL DONA CUNHA GENERAL,SAO PAULO,RAPOSO TAVARES,,-23.596502,-46.785211
2585,203,203,203,101,RUA ENRIQUE AMORIM,SAO PAULO,PARELHEIROS,,-23.867041,-46.75333
2586,4056,4056,4056,140,RUA CUEVAS,SAO PAULO,LAPA,,-23.523443,-46.712461
2587,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2588,3653,3653,3653,842,JOSE VENANCIO DIAS CORONEL,SAO PAULO,SAO DOMINGOS,,-23.481998,-46.762672
2589,9035,9035,9035,391,CAPITAO BUSSE,SAO PAULO,JACANA,,-23.477564,-46.561125
2590,1717,1717,1717,850,JOAO FERNANDES CAMISA NOVA JUNIOR,SAO PAULO,JARDIM SAO LUIS,,-23.656798,-46.741573
2591,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2592,7437,7437,7437,49,TRAVESSA JAMBALAYA,SAO PAULO,IGUATEMI,,-23.608278,-46.44766
2593,10004,10004,10004,S/N,RUA RIO BIRIGUI,SAO PAULO,PARQUE DO CARMO,,-23.58445,-46.449484
2594,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2595,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2596,721,721,721,266,RUA BENJAMIM DIEMAR,SAO PAULO,PARELHEIROS,,-23.839513,-46.736228
2597,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2598,7479,7479,7479,      2702,BENTO GUELFI,SAO PAULO,IGUATEMI,,-23.61895,-46.423406
2599,720,720,720,S/N,SINFONIA MILITAR TRAV H,SAO PAULO,PARELHEIROS,,-23.803575,-46.764608
2600,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2601,8044,8044,8044,35,RUA NOVA GRANADA,SAO PAULO,CASA VERDE,,-23.505596,-46.658412
2602,7573,7573,7573,894,RUA FRANCISCO JOSE VIANA,SAO PAULO,CIDADE TIRADENTES,,-23.611801,-46.396406
2603,10566,10566,10566,365,RUA ALEXANDRE DIAS NOGUEIRA,SAO PAULO,VILA CURUCA,,-23.514043,-46.421437
2604,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2605,10718,10718,10718,81,ANTONIO XAVIER,SAO PAULO,JARDIM HELENA,,-23.475623,-46.427649
2606,9242,9242,9242,SN,ENGENHEIRO ANTONIO DE TOLEDO,SAO PAULO,TREMEMBE,,-23.420512,-46.590798
2607,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2608,4486,4486,4486,148,RUA FERNANDO SABINO,SAO PAULO,PERUS,,-23.435534,-46.743923
2609,9240,9240,9240,      6680,SEZEFREDO FAGUNDES,SAO PAULO,TREMEMBE,,-23.427694,-46.593913
2610,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2611,967,967,967,S/N,RUA GAIVOTAS DO CEU,SAO PAULO,GRAJAU,,-23.780489,-46.675104
2612,3826,3826,3826,220,CIDADE UNIVERSITARIA,SAO PAULO,BUTANTA,,-23.559705,-46.712005
2613,1403,1403,1403,151,RUA ANTONIO RAPOSO BARRETO,SAO PAULO,JARDIM SAO LUIS,,-23.672489,-46.736895
2614,6252,6252,6252,515,RUA JOSE ANTONIO VALADARES,SAO PAULO,SACOMA,,-23.645944,-46.590909
2615,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
2616,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2617,8943,8943,8943,SN,LAMARAO,SAO PAULO,JACANA,,-23.470359,-46.564245
2618,1824,1824,1824,,EDVARD CARMILO,SAO PAULO,VILA SONIA,,-23.595665,-46.74667
2619,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
2620,2881,2881,2881,205,BALTASAR SAMPER,SAO PAULO,RAPOSO TAVARES,,-23.591872,-46.797935
2621,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2622,7905,7905,7905,413,DOS ALPES,SAO PAULO,CAMBUCI,,-23.561118,-46.620341
2623,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
2624,9378,9378,9378,592,AVENIDA ALBERTO CAMUS,SAO PAULO,ARICANDUVA,,-23.569747,-46.522185
2625,3993,3993,3993,250,DIANA,SAO PAULO,PERDIZES,,-23.530983,-46.67965
2626,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2627,10532,10532,10532,150,MARIA FRANCISCA DE JESUS,SAO PAULO,SAO MIGUEL,,-23.487351,-46.436322
2628,4789,4789,4789,1547,DANIEL CERRI,SAO PAULO,BRASILANDIA,,-23.447766,-46.689179
2629,203,203,203,101,RUA ENRIQUE AMORIM,SAO PAULO,PARELHEIROS,,-23.867041,-46.75333
2630,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2631,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
2632,9997,9997,9997,313,JAPICHAUA,SAO PAULO,VILA JACUI,,-23.481621,-46.470061
2633,3426,3426,3426,150,RUA DENIS CHAUDET,SAO PAULO,RAPOSO TAVARES,,-23.591588,-46.754942
2634,1711,1711,1711,241,DO CHICO NUNES,SAO PAULO,CAMPO LIMPO,,-23.629194,-46.746412
2635,4446,4446,4446,07,ALAMEDA ARISTOTENES CLAUDIO SBRIGH,SAO PAULO,ANHANGUERA,,-23.436339,-46.780961
2636,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
2637,806,806,806,50,RUA PAULINO GOTTSFRITZ,SAO PAULO,PARELHEIROS,,-23.840873,-46.698566
2638,4461,4461,4461,833,AVENIDA JERIMANDUBA,SAO PAULO,JARAGUA,,-23.454866,-46.748881
2639,10727,10727,10727,434,DOS MURURES,SAO PAULO,JARDIM HELENA,,-23.476385,-46.419084
2640,1311,1311,1311,99,RUA JOAO FERREIRA DONA SILVA,SAO PAULO,JARDIM ANGELA,,-23.683181,-46.755604
2641,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2642,9137,9137,9137,96,RUA FREDERICO ESTEBAN JR,SAO PAULO,TREMEMBE,,-23.446779,-46.613172
2643,4818,4818,4818,6975,INAJAR DE SOUZA,SAO PAULO,CACHOEIRINHA,,-23.460005,-46.67292
2644,2874,2874,2874,378,RUA CACHOEIRA VIDA NOVA,SAO PAULO,RAPOSO TAVARES,,-23.585237,-46.802641
2645,830,830,830,50,RUA ERNESTA FRACAROLLI,SAO PAULO,CIDADE DUTRA,,-23.759588,-46.718013
2646,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2647,4299,4299,4299,      2197,ITABERABA,SAO PAULO,FREGUESIA DO O,,-23.484535,-46.690069
2648,5178,5178,5178,       314,CAMILO ANGLERIA,SAO PAULO,PEDREIRA,,-23.709002,-46.661494
2649,10718,10718,10718,81,ANTONIO XAVIER,SAO PAULO,JARDIM HELENA,,-23.475623,-46.427649
2650,8064,8064,8064,405,RUA ITALIANOS DOS,SAO PAULO,BOM RETIRO,,-23.526167,-46.643024
2651,6246,6246,6246,70,RUA GASTAO FORMENTI,SAO PAULO,SACOMA,,-23.648117,-46.594612
2652,4681,4681,4681,215,JOAO BATISTA DIAS,SAO PAULO,JARAGUA,,-23.43189,-46.719351
2653,5033,5033,5033,9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,GRAJAU,,-23.773352,-46.645842
2654,6394,6394,6394,350,RUA VISCONDE DE ALCANTARA,SAO PAULO,VILA PRUDENTE,,-23.604052,-46.566084
2655,3547,3547,3547,S/N,AVENIDA DAS NACOES UNIDAS,SAO PAULO,VILA LEOPOLDINA,,-23.532532,-46.746892
2656,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2657,7019,7019,7019,145,RUA SOLDADO ANTENOR DONA COSTA,SAO PAULO,SAPOPEMBA,,-23.619212,-46.494782
2658,7495,7495,7495,8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,IGUATEMI,,-23.622459,-46.413492
2659,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2660,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2661,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2662,3634,3634,3634,SN,RUA FRANCISCO OLAVO DE ASSIS,SAO PAULO,JAGUARA,,-23.50573,-46.761803
2663,1296,1296,1296,75,BAZILIO RAMOS,SAO PAULO,JARDIM ANGELA,,-23.718741,-46.752944
2664,5031,5031,5031,         2,AMIZADE,SAO PAULO,GRAJAU,,-23.806643,-46.640582
2665,203,203,203,101,RUA ENRIQUE AMORIM,SAO PAULO,PARELHEIROS,,-23.867041,-46.75333
2666,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2667,1891,1891,1891,494,RUA PADRE JOSE GARZOTTI,SAO PAULO,CIDADE DUTRA,,-23.711471,-46.703299
2668,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
2669,5028,5028,5028,153,JOAO LANG,SAO PAULO,PARELHEIROS,,-23.867688,-46.652727
2670,1867,1867,1867,860,RUA ANDRE SARAIVA,SAO PAULO,VILA SONIA,,-23.596065,-46.735936
2671,1452,1452,1452,716,AUGUSTO BARBOSA TAVARES,SAO PAULO,CAMPO LIMPO,,-23.643133,-46.787159
2672,5605,5605,5605,455,RUA DOMICIANO LEITE RIBEIRO,SAO PAULO,JABAQUARA,,-23.641833,-46.632102
2673,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2674,7573,7573,7573,894,RUA FRANCISCO JOSE VIANA,SAO PAULO,CIDADE TIRADENTES,,-23.611801,-46.396406
2675,3752,3752,3752,382,AVENIDA GUILHERME MANKEL,SAO PAULO,PIRITUBA,,-23.469144,-46.748266
2676,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2677,10718,10718,10718,81,ANTONIO XAVIER,SAO PAULO,JARDIM HELENA,,-23.475623,-46.427649
2678,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2679,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2680,2087,2087,2087,379,RUA BENTO BRANCO DE ANDRADE,SAO PAULO,SANTO AMARO,,-23.648258,-46.722438
2681,7500,7500,7500,43,LUIS BORDESE,SAO PAULO,CIDADE TIRADENTES,,-23.603026,-46.404444
2682,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2683,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2684,3800,3800,3800,58,RUA ANTONIO MARIANI,SAO PAULO,BUTANTA,,-23.576857,-46.714109
2685,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
2686,8081,8081,8081,S/N,RUA VASCO CINQUINI,SAO PAULO,SANTANA,,-23.503808,-46.636087
2687,3634,3634,3634,SN,RUA FRANCISCO OLAVO DE ASSIS,SAO PAULO,JAGUARA,,-23.50573,-46.761803
2688,4546,4546,4546,560,RUA GONCALVES DE ANDRADE,SAO PAULO,PERUS,,-23.410292,-46.756693
2689,9537,9537,9537,396,RUA SAO SERAPIAO,SAO PAULO,PENHA,,-23.52772,-46.499072
2690,4447,4447,4447,SN,EUCLIDES DONA CUNHA,SAO PAULO,ANHANGUERA,,-23.432836,-46.778979
2691,3559,3559,3559,73,RUA BAUMANN,SAO PAULO,VILA LEOPOLDINA,,-23.538513,-46.728233
2692,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2693,8828,8828,8828,883,AVENIDA JOSE MARIA FERNANDES,SAO PAULO,VILA MARIA,,-23.508451,-46.5679
2694,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
2695,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2696,830,830,830,50,RUA ERNESTA FRACAROLLI,SAO PAULO,CIDADE DUTRA,,-23.759588,-46.718013
2697,472,472,472,      1754,LUAR DO SERTAO,SAO PAULO,CAPAO REDONDO,,-23.691275,-46.798242
2698,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2699,720,720,720,S/N,SINFONIA MILITAR TRAV H,SAO PAULO,PARELHEIROS,,-23.803575,-46.764608
2700,1105,1105,1105,6223,M BOI MIRIM,SAO PAULO,JARDIM ANGELA,,-23.699039,-46.77997
2701,7012,7012,7012,45,PRAÇA PIRES RODOVALHO,SAO PAULO,SAO RAFAEL,,-23.633767,-46.467229
2702,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2703,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2704,7584,7584,7584,430,EDMUNDO ORIOLI,SAO PAULO,CIDADE TIRADENTES,,-23.59943,-46.392428
2705,5030,5030,5030,SN,ESTRADA DO CURUCUTU,SAO PAULO,PARELHEIROS,,-23.87646,-46.633957
2706,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2707,6941,6941,6941,1754,RUA BATISTA FERGUSIO,SAO PAULO,SAPOPEMBA,,-23.625387,-46.505204
2708,7364,7364,7364,10,DOS LIRIOS,SAO PAULO,SAO RAFAEL,,-23.638449,-46.447187
2709,5360,5360,5360,        77,GUATAMBUS,SAO PAULO,PEDREIRA,,-23.712991,-46.622907
2710,8708,8708,8708,93,RUA WINIFRED,SAO PAULO,CARRAO,,-23.552213,-46.540445
2711,5027,5027,5027,153,ESTRADA JOAO LANG,SAO PAULO,PARELHEIROS,,-23.86797,-46.65246
2712,4428,4428,4428,802,RUA PRESIDENTE FELIX PAIVA,SAO PAULO,ANHANGUERA,,-23.45069,-46.788347
2713,9997,9997,9997,313,JAPICHAUA,SAO PAULO,VILA JACUI,,-23.481621,-46.470061
2714,8373,8373,8373,447,RUA IBITIRAMA,SAO PAULO,VILA PRUDENTE,,-23.584839,-46.584139
2715,794,794,794,512,RUA VISCONDE DE MONTE ALEGRE,SAO PAULO,PARELHEIROS,,-23.831147,-46.710833
