number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,OpenRouteService,2932623,-23.667305,-46.779298,1.0,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,Here,2932623,-23.86747,-46.7558,0.98,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2932623,Google,2932623,-23.8683448,-46.7567086,,"SP, RUA ENRIQUE AMORIM, 101, SAO PAULO"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,Here,2932624,-23.6764,-46.78575,1.0,"SP, ALGARD, 13, SAO PAULO"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,MapBox,2932624,-23.675909,-46.78537,0.79037,"SP, ALGARD, 13, SAO PAULO"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,OpenRouteService,2932624,-23.570533,-46.663713,0.6,"SP, ALGARD, 13, SAO PAULO"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2932624,Google,2932624,-23.675973,-46.7852821,,"SP, ALGARD, 13, SAO PAULO"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,OpenRouteService,2932625,-23.667305,-46.779298,1.0,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,Google,2932625,-23.6290781,-46.47465,,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,MapBox,2932625,-23.629529,-46.475117,0.87963,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2932625,Here,2932625,-23.62931,-46.47382,1.0,"SP, RUA SALVADOR DE PAIVA, 145, SAO PAULO"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,OpenRouteService,2932626,-23.570533,-46.663713,0.6,"SP, PORTUNHOS, SN, SAO PAULO"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,MapBox,2932626,-23.5064746,-46.7151526,0.658333,"SP, PORTUNHOS, SN, SAO PAULO"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,Google,2932626,-23.7543459,-46.6778332,,"SP, PORTUNHOS, SN, SAO PAULO"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2932626,Here,2932626,-23.75439,-46.67783,1.0,"SP, PORTUNHOS, SN, SAO PAULO"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,OpenRouteService,2932627,-23.570533,-46.663713,0.6,"SP, DOS LIRIOS, 10, SAO PAULO"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,Google,2932627,-23.5557714,-46.6395571,,"SP, DOS LIRIOS, 10, SAO PAULO"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,Here,2932627,-23.61048,-46.64295,1.0,"SP, DOS LIRIOS, 10, SAO PAULO"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2932627,MapBox,2932627,-23.610426,-46.64296,0.87037,"SP, DOS LIRIOS, 10, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,Google,2932628,-23.5557714,-46.6395571,,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,MapBox,2932628,-23.436548,-46.771387,0.79037,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,OpenRouteService,2932628,-23.570533,-46.663713,0.6,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932628,Here,2932628,-23.43654,-46.7714,1.0,"SP, UBERLANDIA, 9, SAO PAULO"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932629,OpenRouteService,2932629,-23.570533,-46.663713,0.6,"SP, AMIZADE,          2, SAO PAULO"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932629,Here,2932629,-23.46652,-46.58925,1.0,"SP, AMIZADE,          2, SAO PAULO"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932629,MapBox,2932629,-23.610855,-46.455773,0.79037,"SP, AMIZADE,          2, SAO PAULO"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2932629,Google,2932629,-23.5557714,-46.6395571,,"SP, AMIZADE,          2, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932630,MapBox,2932630,-23.8924383,-46.6174,0.696429,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932630,OpenRouteService,2932630,-23.570533,-46.663713,0.6,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932630,Google,2932630,-23.8747448,-46.631251,,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932630,Here,2932630,-23.88093,-46.62635,1.0,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932631,MapBox,2932631,-23.436548,-46.771387,0.79037,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932631,OpenRouteService,2932631,-23.570533,-46.663713,0.6,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932631,Google,2932631,-23.5557714,-46.6395571,,"SP, UBERLANDIA, 9, SAO PAULO"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2932631,Here,2932631,-23.43654,-46.7714,1.0,"SP, UBERLANDIA, 9, SAO PAULO"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2932632,MapBox,2932632,-23.4784143,-46.6076177,0.569444,"SP, SINFONIA MILITAR TRAV H, S/N, SAO PAULO"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2932632,Google,2932632,-23.5585946,-46.410925,,"SP, SINFONIA MILITAR TRAV H, S/N, SAO PAULO"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2932632,Here,2932632,-23.80633,-46.76526,0.88,"SP, SINFONIA MILITAR TRAV H, S/N, SAO PAULO"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2932633,OpenRouteService,2932633,-23.570533,-46.663713,0.6,"SP, JOSE OITICICA, 113, SAO PAULO"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2932633,MapBox,2932633,-23.559982,-46.502293,0.87037,"SP, JOSE OITICICA, 113, SAO PAULO"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2932633,Google,2932633,-23.5597784,-46.5031581,,"SP, JOSE OITICICA, 113, SAO PAULO"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2932633,Here,2932633,-23.55993,-46.50322,1.0,"SP, JOSE OITICICA, 113, SAO PAULO"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2932634,Here,2932634,-23.88093,-46.62635,1.0,"SP, ESTRADA DO CURUCUTU, SN, SAO PAULO"
