number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço
81,ANTONIO XAVIER,SAO PAULO,-23.475623,-46.427649,2922602,OpenRouteService,2922602,-23.475428,-46.427171,0.8,"ANTONIO XAVIER, 81, SAO PAULO, SP"
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2922603,Here,2922603,-23.47932,-46.65392,1.0,"RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO, SP"
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2922603,Google,2922603,-23.4791841,-46.654052,,"RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO, SP"
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2922603,OpenRouteService,2922603,-23.479405,-46.652876,0.8,"RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO, SP"
259,RUA RIBEIRO JUNQUEIRA,SAO PAULO,-23.479475,-46.653269,2922603,MapBox,2922603,-23.478828,-46.654074,1.0,"RUA RIBEIRO JUNQUEIRA, 259, SAO PAULO, SP"
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2922604,Here,2922604,-23.69307,-46.79562,1.0,"PEROBEIRAS, 738, SAO PAULO, SP"
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2922604,MapBox,2922604,-23.013732,-48.004755,0.725926,"PEROBEIRAS, 738, SAO PAULO, SP"
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2922604,OpenRouteService,2922604,-23.690226,-46.796511,0.8,"PEROBEIRAS, 738, SAO PAULO, SP"
738,PEROBEIRAS,SAO PAULO,-23.693233,-46.795505,2922604,Google,2922604,-23.693093,-46.7955523,,"PEROBEIRAS, 738, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,OpenRouteService,2922605,-23.48428,-46.497575,0.8,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,Google,2922605,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,Here,2922605,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922605,MapBox,2922605,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,Google,2922606,-23.5843514,-46.4887746,,"ARICANDUVA,      11555, SAO PAULO, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,MapBox,2922606,-23.584562,-46.488611,0.927407,"ARICANDUVA,      11555, SAO PAULO, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,Here,2922606,-23.58455,-46.48862,1.0,"ARICANDUVA,      11555, SAO PAULO, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2922606,OpenRouteService,2922606,-23.558526,-46.514815,0.8,"ARICANDUVA,      11555, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,Google,2922607,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,OpenRouteService,2922607,-23.48428,-46.497575,0.8,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,MapBox,2922607,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922607,Here,2922607,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,Here,2922608,-23.60211,-46.78378,0.95,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,OpenRouteService,2922608,-23.602691,-46.785,0.8,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,Google,2922608,-23.602055,-46.7838672,,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2922608,MapBox,2922608,-23.602231,-46.783634,1.0,"RUA ENGENHEIRO HUGO TAKAHASHI, 333, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,OpenRouteService,2922609,-23.451156,-46.691936,0.8,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,Google,2922609,-23.6104268,-46.4556063,,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,Here,2922609,-23.46652,-46.58925,1.0,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922609,MapBox,2922609,-23.610855,-46.455773,0.927407,"AMIZADE,          2, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,Google,2922610,-23.8747448,-46.631251,,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,Here,2922610,-23.88093,-46.62635,1.0,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,MapBox,2922610,-23.8924383,-46.6174,0.797619,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922610,OpenRouteService,2922610,-23.874733,-46.631169,0.8,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,Google,2922611,-23.5655807,-46.54643220000001,,"RUA TIRANA, 34, SAO PAULO, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,MapBox,2922611,-23.566052,-46.545168,1.0,"RUA TIRANA, 34, SAO PAULO, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,Here,2922611,-23.56561,-46.54644,1.0,"RUA TIRANA, 34, SAO PAULO, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2922611,OpenRouteService,2922611,-23.56609,-46.544731,0.8,"RUA TIRANA, 34, SAO PAULO, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,MapBox,2922612,-23.552921,-46.7204,1.0,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,OpenRouteService,2922612,-23.5866,-46.690499,0.8,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,Google,2922612,-23.5321979,-46.7477254,,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2922612,Here,2922612,-23.53238,-46.74735,1.0,"AVENIDA DAS NACOES UNIDAS, 1501, SAO PAULO, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,OpenRouteService,2922613,-23.483654,-46.461628,0.8,"JAPICHAUA, 313, SAO PAULO, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,MapBox,2922613,-23.481615,-46.469956,0.927407,"JAPICHAUA, 313, SAO PAULO, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,Google,2922613,-23.4847989,-46.4646045,,"JAPICHAUA, 313, SAO PAULO, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2922613,Here,2922613,-23.60723,-46.60789,0.86,"JAPICHAUA, 313, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,Here,2922614,-23.46652,-46.58925,1.0,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,Google,2922614,-23.6104268,-46.4556063,,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,OpenRouteService,2922614,-23.451156,-46.691936,0.8,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922614,MapBox,2922614,-23.610855,-46.455773,0.927407,"AMIZADE,          2, SAO PAULO, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,MapBox,2922615,-23.839478,-46.734139,1.0,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,OpenRouteService,2922615,-23.570533,-46.663713,0.6,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,Here,2922615,-23.50531,-46.4265,0.8,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2922615,Google,2922615,-23.8396012,-46.7344921,,"RUA BENJAMIM DIEMAR, 266, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,OpenRouteService,2922616,-23.48428,-46.497575,0.8,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,Here,2922616,-23.63813,-46.73741,0.73,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,Google,2922616,-23.4844128,-46.49832050000001,,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2922616,MapBox,2922616,-23.484366,-46.498309,1.0,"BATUIRA DO CAMPO, 49, SAO PAULO, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,MapBox,2922617,-23.67135,-46.708699,0.918519,"FRANCISCO MENDES, 238, SAO PAULO, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,Google,2922617,-23.667887,-46.7107246,,"FRANCISCO MENDES, 238, SAO PAULO, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,Here,2922617,-23.61299,-46.52865,0.91,"FRANCISCO MENDES, 238, SAO PAULO, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2922617,OpenRouteService,2922617,-23.670789,-46.709022,0.8,"FRANCISCO MENDES, 238, SAO PAULO, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,Here,2922618,-23.4809,-46.66181,1.0,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,Google,2922618,-23.4808356,-46.6617442,,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,MapBox,2922618,-23.480891,-46.661855,1.0,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2922618,OpenRouteService,2922618,-23.478836,-46.663411,0.8,"RUA MENDONCA JUNIOR, 80, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,OpenRouteService,2922619,-23.538679,-46.468242,0.8,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,Google,2922619,-23.6399722,-46.4462197,,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,MapBox,2922619,-23.610426,-46.64296,1.0,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922619,Here,2922619,-23.61048,-46.64295,1.0,"DOS LIRIOS, 10, SAO PAULO, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,MapBox,2922620,-23.4821,-46.38231,1.0,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,OpenRouteService,2922620,-23.479664,-46.383358,0.8,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,Here,2922620,-23.48197,-46.38222,1.0,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2922620,Google,2922620,-23.4820461,-46.3822127,,"MANUEL FELIX DE LIMA,         87, SAO PAULO, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,OpenRouteService,2922621,-23.73954,-46.794749,0.8,"PLINIO DIAS, 10022, SAO PAULO, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,MapBox,2922621,-23.739479,-46.793462,0.918519,"PLINIO DIAS, 10022, SAO PAULO, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,Google,2922621,-23.739473,-46.7934549,,"PLINIO DIAS, 10022, SAO PAULO, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2922621,Here,2922621,-23.73736,-46.79593,0.8,"PLINIO DIAS, 10022, SAO PAULO, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,Here,2922622,-23.66306,-46.73891,0.94,"RUA DOIS, 2, SAO PAULO, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,MapBox,2922622,-23.508085,-46.38678,1.0,"RUA DOIS, 2, SAO PAULO, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,OpenRouteService,2922622,-23.655236,-46.729993,0.8,"RUA DOIS, 2, SAO PAULO, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2922622,Google,2922622,-23.5431367,-46.4229713,,"RUA DOIS, 2, SAO PAULO, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,Google,2922623,-23.8683448,-46.7567086,,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,OpenRouteService,2922623,-23.866982,-46.755118,0.8,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,MapBox,2922623,-23.8676124,-46.7560816,0.797619,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2922623,Here,2922623,-23.86747,-46.7558,0.98,"RUA ENRIQUE AMORIM, 101, SAO PAULO, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,OpenRouteService,2922624,-23.678669,-46.786689,0.8,"ALGARD, 13, SAO PAULO, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,Google,2922624,-23.675973,-46.7852821,,"ALGARD, 13, SAO PAULO, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,Here,2922624,-23.6764,-46.78575,1.0,"ALGARD, 13, SAO PAULO, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2922624,MapBox,2922624,-23.675909,-46.78537,0.927407,"ALGARD, 13, SAO PAULO, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,Google,2922625,-23.6290781,-46.47465,,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,MapBox,2922625,-23.629529,-46.475117,1.0,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,Here,2922625,-23.62931,-46.47382,1.0,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2922625,OpenRouteService,2922625,-23.629266,-46.474123,0.8,"RUA SALVADOR DE PAIVA, 145, SAO PAULO, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,Here,2922626,-23.75439,-46.67783,1.0,"PORTUNHOS, SN, SAO PAULO, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,MapBox,2922626,-23.5064746,-46.7151526,0.772222,"PORTUNHOS, SN, SAO PAULO, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,OpenRouteService,2922626,-23.754397,-46.677829,0.8,"PORTUNHOS, SN, SAO PAULO, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2922626,Google,2922626,-23.7543459,-46.6778332,,"PORTUNHOS, SN, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,Google,2922627,-23.6399722,-46.4462197,,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,MapBox,2922627,-23.610426,-46.64296,1.0,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,Here,2922627,-23.61048,-46.64295,1.0,"DOS LIRIOS, 10, SAO PAULO, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2922627,OpenRouteService,2922627,-23.538679,-46.468242,0.8,"DOS LIRIOS, 10, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,MapBox,2922628,-23.436548,-46.771387,0.927407,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,Google,2922628,-23.4365625,-46.7713638,,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,OpenRouteService,2922628,-23.436633,-46.772316,0.8,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922628,Here,2922628,-23.43654,-46.7714,1.0,"UBERLANDIA, 9, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922629,MapBox,2922629,-23.610855,-46.455773,0.927407,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922629,OpenRouteService,2922629,-23.451156,-46.691936,0.8,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922629,Google,2922629,-23.6104268,-46.4556063,,"AMIZADE,          2, SAO PAULO, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2922629,Here,2922629,-23.46652,-46.58925,1.0,"AMIZADE,          2, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922630,MapBox,2922630,-23.8924383,-46.6174,0.797619,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922630,Here,2922630,-23.88093,-46.62635,1.0,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922630,OpenRouteService,2922630,-23.874733,-46.631169,0.8,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922630,Google,2922630,-23.8747448,-46.631251,,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922631,Here,2922631,-23.43654,-46.7714,1.0,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922631,MapBox,2922631,-23.436548,-46.771387,0.927407,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922631,Google,2922631,-23.4365625,-46.7713638,,"UBERLANDIA, 9, SAO PAULO, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2922631,OpenRouteService,2922631,-23.436633,-46.772316,0.8,"UBERLANDIA, 9, SAO PAULO, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2922632,MapBox,2922632,-23.4784143,-46.6076177,0.66358,"SINFONIA MILITAR TRAV H, S/N, SAO PAULO, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2922632,Here,2922632,-23.80633,-46.76526,0.88,"SINFONIA MILITAR TRAV H, S/N, SAO PAULO, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2922632,Google,2922632,-23.8055859,-46.7645897,,"SINFONIA MILITAR TRAV H, S/N, SAO PAULO, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2922632,OpenRouteService,2922632,-23.808624,-46.765823,1.0,"SINFONIA MILITAR TRAV H, S/N, SAO PAULO, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2922633,MapBox,2922633,-23.559982,-46.502293,1.0,"JOSE OITICICA, 113, SAO PAULO, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2922633,OpenRouteService,2922633,-23.559971,-46.503106,0.8,"JOSE OITICICA, 113, SAO PAULO, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2922633,Here,2922633,-23.55993,-46.50322,1.0,"JOSE OITICICA, 113, SAO PAULO, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2922633,Google,2922633,-23.5597784,-46.5031581,,"JOSE OITICICA, 113, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922634,Google,2922634,-23.8747448,-46.631251,,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922634,MapBox,2922634,-23.8924383,-46.6174,0.797619,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922634,OpenRouteService,2922634,-23.874733,-46.631169,0.8,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2922634,Here,2922634,-23.88093,-46.62635,1.0,"ESTRADA DO CURUCUTU, SN, SAO PAULO, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2922635,Here,2922635,-23.62264,-46.41304,0.78,"RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2922635,OpenRouteService,2922635,-23.570533,-46.663713,0.6,"RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2922635,Google,2922635,-23.6224914,-46.4144929,,"RUA GOLFO DONA CALIFORNIA, 8, SAO PAULO, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2922636,Google,2922636,-23.7920152,-46.7348308,,"CARLOS JORGE SCHMIDT,         32, SAO PAULO, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2922636,OpenRouteService,2922636,-23.795583,-46.736415,0.8,"CARLOS JORGE SCHMIDT,         32, SAO PAULO, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2922636,MapBox,2922636,-23.795478,-46.736795,1.0,"CARLOS JORGE SCHMIDT,         32, SAO PAULO, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2922636,Here,2922636,-23.79558,-46.7365,1.0,"CARLOS JORGE SCHMIDT,         32, SAO PAULO, SP"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2922637,Here,2922637,-23.87114,-46.67653,1.0,"JANE VANINE CAPOZI,         45, SAO PAULO, SP"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2922637,Google,2922637,-23.8708601,-46.6766266,,"JANE VANINE CAPOZI,         45, SAO PAULO, SP"
