,Unnamed: 0,IDEND,ID_EDC,ID_LOGRADOURO,SIGLA_TIPO_LOGRADOURO,DESC_TIPO_LOGRADOURO,NOME_LOGRADOURO,NUMERO_IMOVEL,LETRA_IMOVEL,ID_BAIRRO_POPULAR,NUM_BAIRRO_POPULAR,NOME_BAIRRO_POPULAR,ID_BAIRRO_OFICIAL,NUM_BAIRRO_OFICIAL,TIPO_BAIRRO_OFICIAL,NOME_BAIRRO_OFICIAL,ID_REGIONAL,NOME_REGIONAL,CEP,GEOMETRIA,LONGITUDE,LATITUDE
0,751182,30319300138,834897,303193,RUA,RUA,TRES,138,,115,733,Nova Pampulha,16,983,Bairro,do Trevo,8,PAMPULHA,31370710.0,"(-19.8306889840148, -44.016638796227944)",-19.8306889840148,-44.01663879622794
1,373201,08009201156,372141,80092,ROD,RODOVIA,PRESIDENTE JUSCELINO KUBITSCHEK,1156,,484,1494,Serra do Curral,249,488,Bairro,do Pilar,1,BARREIRO,30855500.0,"(-20.00271013491341, -43.96577639353343)",-20.00271013491341,-43.96577639353343
2,386855,00060600759,417916,606,RUA,RUA,ABEL ARAUJO,759,,144,768,Santa Lúcia,259,121,Bairro,Santa Lúcia,2,CENTRO-SUL,30350532.0,"(-19.961795756075297, -43.95411701274673)",-19.961795756075297,-43.95411701274673
3,338072,01367400178,150435,13674,RUA,RUA,CARMO DO PARANAIBA,178,,83,699,Itapoã,27,315,Bairro,Itapoã,8,PAMPULHA,31710140.0,"(-19.834003926526275, -43.96377883968991)",-19.834003926526275,-43.96377883968991
4,149347,04838000138,158873,48380,AVE,AVENIDA,NOSSA SENHORA DA SAUDE,138,,147,771,Maria Goretti,278,761,Bairro,Pirajá,4,NORDESTE,31920740.0,"(-19.866098255986188, -43.91197898281116)",-19.866098255986188,-43.91197898281116
5,557627,07512703107,458101,75127,RUA,RUA,ANTONIO RODRIGUES DA COSTA,3107,,33,638,Casa Branca,307,448,Bairro,Mariano de Abreu,3,LESTE,31050010.0,"(-19.898012905859744, -43.8854854733593)",-19.898012905859744,-43.8854854733593
6,176789,07629000326,189684,76290,RUA,RUA,XANGRILA,326,,45,652,Braúnas,275,325,Bairro,Braúnas,8,PAMPULHA,31365570.0,"(-19.8489294223495, -44.01408169432143)",-19.8489294223495,-44.01408169432143
7,161890,12268800041,196695,122688,RUA,RUA,MARLENE MENDES PEREIRA,41,,38,643,Céu Azul,12,988,Bairro,Céu Azul,9,VENDA NOVA,31578640.0,"(-19.819765698302433, -44.00228503651579)",-19.819765698302437,-44.00228503651579
8,713847,00990300026,828777,9903,PCA,PRACA,ENGENHEIRO FLAVIO GUTIERREZ,26,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210080.0,"(-19.95967598408153, -43.9134227224481)",-19.95967598408153,-43.9134227224481
9,88348,04261800181,60481,42618,RUA,RUA,MAJOR BARBOSA,181,,141,765,Santa Efigênia,235,108,Seção Suburbana,Oitava,3,LESTE,30240370.0,"(-19.925001214181204, -43.917574053078255)",-19.925001214181204,-43.917574053078255
10,710366,11261801583,780784,112618,RUA,RUA,ALUZITA,1583,,383,1392,Sport Club,149,277,Bairro,Camargos,7,OESTE,30520065.0,"(-19.94515370891225, -44.01156431323997)",-19.94515370891225,-44.01156431323997
11,746519,31151000105,904470,311510,RUA,RUA,DARTANHAN,105,,478,1487,Cidade Jardim Taquaril,244,454,Bairro,Cidade Jardim Taquaril,3,LESTE,,"(-19.923907102152675, -43.870182499013985)",-19.923907102152675,-43.87018249901399
12,352354,00777500430,376069,7775,AVE,AVENIDA,DOS BANDEIRANTES,430,,302,1306,Comiteco,198,113,Bairro,Sion,2,CENTRO-SUL,30315382.0,"(-19.956065205555035, -43.929598895894394)",-19.956065205555035,-43.9295988958944
13,642961,30304000035,669098,303040,RUA,RUA,MAR JONICO,35,,174,799,Serra Verde,264,957,Bairro,Serra Verde,9,VENDA NOVA,31630365.0,"(-19.789577953180068, -43.950552442467156)",-19.789577953180068,-43.95055244246716
14,733959,06893400014,834623,68934,RUA,RUA,NEWTON PINTO DE SOUZA,14,,148,772,Santa Mônica,274,863,Bairro,Santa Mônica,9,VENDA NOVA,31525260.0,"(-19.825000429930363, -43.97673402039443)",-19.825000429930363,-43.97673402039443
15,280450,09374400186A,382346,93744,RUA,RUA,DAS AGUAS,186,A,243,1165,Petrópolis,227,634,Bairro,Independência,1,BARREIRO,30666500.0,"(-20.015203383799587, -44.02845586663032)",-20.015203383799587,-44.02845586663032
16,607396,07512700289B,683931,75127,RUA,RUA,ANTONIO RODRIGUES DA COSTA,289,B,33,638,Casa Branca,307,448,Bairro,Mariano de Abreu,3,LESTE,31050010.0,"(-19.8921156017279, -43.88715986399189)",-19.8921156017279,-43.88715986399189
17,504797,06604300011,517998,66043,RUA,RUA,SILVIO DE OLIVEIRA PACHECO,11,,192,817,Virgínia,149,277,Bairro,Camargos,7,OESTE,30521030.0,"(-19.94429834395164, -44.022790564921095)",-19.94429834395164,-44.022790564921095
18,755078,10663300580,802799,106633,AVE,AVENIDA,JOSE DE PATROCINIO PONTES,580,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210090.0,"(-19.955052537968758, -43.907608387557005)",-19.95505253796876,-43.907608387557005
19,373201,08009201156,372141,80092,ROD,RODOVIA,PRESIDENTE JUSCELINO KUBITSCHEK,1156,,484,1494,Serra do Curral,249,488,Bairro,do Pilar,1,BARREIRO,30855500.0,"(-20.00271013491341, -43.96577639353343)",-20.00271013491341,-43.96577639353343
20,158943,10883000258,181930,108830,RUA,RUA,CANDIDA MARIA DA SILVA,258,,102,719,Mantiqueira,263,969,Bairro,Mantiqueira,9,VENDA NOVA,31655520.0,"(-19.788936805023972, -43.98879929338966)",-19.78893680502397,-43.98879929338966
21,117538,01213600225,103975,12136,RUA,RUA,DO CAMPO,225,,621,1974,Ventosa,167,470,Vila,São Domingos,7,OESTE,30421662.0,"(-19.952630397522658, -43.974082957304084)",-19.952630397522658,-43.97408295730408
22,45583,31331600040,885070,313316,RUA,RUA,PEQUIZEIRO,40,,251,1176,Granja Werneck,40,751,Bairro,Monte Azul,6,NORTE,31873642.0,"(-19.802584247962557, -43.90474866588456)",-19.80258424796256,-43.90474866588456
23,689438,30455502287,876343,304555,EST,ESTRADA,DAS ANTENAS,2287,,9,612,Baleia,245,440,Bairro,da Baleia,3,LESTE,,"(-19.943602974981744, -43.89031482481611)",-19.943602974981744,-43.89031482481611
24,179628,03003100336,191443,30031,RUA,RUA,FREI ZACARIAS,336,,195,820,Xangri-lá,15,346,Bairro,Xangri-lá,8,PAMPULHA,31365700.0,"(-19.837694449333956, -44.019745646584404)",-19.83769444933396,-44.0197456465844
25,755078,10663300580,802799,106633,AVE,AVENIDA,JOSE DE PATROCINIO PONTES,580,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210090.0,"(-19.955052537968758, -43.907608387557005)",-19.95505253796876,-43.907608387557005
26,26925,31356700179,896404,313567,BEC,BECO,FLOR DE SEDA,179,,251,1176,Granja Werneck,40,751,Bairro,Monte Azul,6,NORTE,31873416.0,"(-19.80460905321319, -43.901342975028015)",-19.80460905321319,-43.901342975028015
27,708567,04182000035,794769,41820,RUA,RUA,DEZ,35,,208,835,Confisco,46,43,Bairro,Confisco,8,PAMPULHA,31360630.0,"(-19.867588958627806, -44.022029979876095)",-19.86758895862781,-44.022029979876095
28,236027,02321500222,289917,23215,RUA,RUA,DOUTOR BROCHADO,222,,258,1246,Alto Vera Cruz,100,453,Bairro,Vera Cruz,3,LESTE,30285140.0,"(-19.906591730855695, -43.89416254266926)",-19.90659173085569,-43.89416254266926
29,56038,00314001746,8763,3140,AVE,AVENIDA,AMAZONAS,1746,,12,617,Barro Preto,175,8,Seção Urbana,Oitava,2,CENTRO-SUL,30180003.0,"(-19.925027680929272, -43.94965326362874)",-19.925027680929272,-43.94965326362874
30,263792,05165702350,294341,51657,RUA,RUA,PADRE PEDRO PINTO,2350,,296,1299,Candelária,282,910,Bairro,Candelária,9,VENDA NOVA,31615310.0,"(-19.808509523475383, -43.969166961341145)",-19.808509523475383,-43.969166961341145
31,699484,01087811178,827268,10878,RUA,RUA,PADRE ARGEMIRO MOREIRA,11178,,210,906,Capitão Eduardo,276,887,Bairro,Capitão Eduardo,6,NORTE,31998250.0,"(-19.814826319381567, -43.87841179527358)",-19.814826319381567,-43.87841179527358
32,217004,12189000217,284808,121890,AVE,AVENIDA,RAIMUNDO PEDRO RODRIGUES,217,,80,694,Independência,227,634,Bairro,Independência,1,BARREIRO,30672722.0,"(-20.020554073185252, -44.023150832952965)",-20.02055407318525,-44.023150832952965
33,638635,00918801464,630640,9188,RUA,RUA,BENJAMIM GUIMARAES,1464,,9,612,Baleia,245,440,Bairro,da Baleia,3,LESTE,30285390.0,"(-19.925060870539973, -43.896638059991695)",-19.925060870539973,-43.896638059991695
34,626812,02655700020,692398,26557,ROD,RODOVIA,STAEL MARY BICALHO MOTTA MAGALHAES,20,,13,618,Belvedere,209,122,Bairro,Belvedere,7,OESTE,30320760.0,"(-19.983459313434174, -43.947255709387775)",-19.98345931343417,-43.947255709387775
35,139365,13000607655,838291,130006,AVE,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK,7655,,25,630,Califórnia,289,531,Bairro,Califórnia,5,NOROESTE,30535550.0,"(-19.935930343322788, -44.026433204201865)",-19.935930343322788,-44.026433204201865
36,169424,30308100100,178042,303081,RUA,RUA,VENDA NOVA,100,,104,721,Maria Helena,9,998,Bairro,Paraúna,9,VENDA NOVA,31680190.0,"(-19.799798141998803, -44.00082907588762)",-19.799798141998803,-44.00082907588762
37,707149,03511000022,798344,35110,RUA,RUA,JOAQUIM GONCALVES DOS REIS,22,,207,834,Jardim Felicidade,39,45,Bairro,Jardim Felicidade,6,NORTE,31742610.0,"(-19.829947835225685, -43.922914345860484)",-19.829947835225685,-43.92291434586048
38,331826,05050000535,77418,50500,RUA,RUA,OSWALDO CRUZ,535,,116,734,Nova Suissa,155,510,Bairro,Nova Suíça,7,OESTE,30421037.0,"(-19.92918891415815, -43.98049922436715)",-19.92918891415815,-43.98049922436715
39,38476,08589301866,813378,85893,RUA,RUA,DOS BORGES,1866,,204,831,Jardim Vitória,67,776,Bairro,Vitória,4,NORDESTE,31975270.0,"(-19.84199672436914, -43.87821573644996)",-19.84199672436914,-43.87821573644996
40,689038,09092200550,861500,90922,RUA,RUA,PROFESSOR DJALMA GUIMARAES,550,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210190.0,"(-19.952088709509933, -43.91156758638945)",-19.952088709509933,-43.91156758638945
41,409785,01332800033,326571,13328,PCA,PRACA,CARLOS CHAGAS,33,,152,776,Santo Agostinho,195,12,Seção Urbana,Décima Segunda,2,CENTRO-SUL,30170020.0,"(-19.931636288074877, -43.948807251721156)",-19.93163628807488,-43.94880725172116
42,617386,09656600180A,704079,96566,RUA,RUA,FLORIANOPOLIS,180,A,136,759,Ribeiro de Abreu,42,919,Bairro,Antônio Ribeiro de Abreu,4,NORDESTE,31870710.0,"(-19.83499619359207, -43.89867154846056)",-19.83499619359207,-43.89867154846056
43,23781,30815200628,890977,308152,RUA,RUA,RAIMUNDO CORREIA,628,,251,1176,Granja Werneck,321,985,Bairro,Solimões,6,NORTE,31873748.0,"(-19.797283580831195, -43.91399635134236)",-19.797283580831195,-43.91399635134236
44,294483,06328800417,403899,63288,RUA,RUA,SAO LUIZ,417,,170,794,São Tomáz,33,340,Vila,São Tomaz,6,NORTE,31741125.0,"(-19.84359906535041, -43.95160619243209)",-19.84359906535041,-43.95160619243209
45,755469,01238100104,836365,12381,RUA,RUA,RADIALISTA EMILIO CURTIS,104,,38,643,Céu Azul,12,988,Bairro,Céu Azul,9,VENDA NOVA,31578470.0,"(-19.81400153045173, -44.00856092712406)",-19.81400153045173,-44.00856092712406
46,756387,10629600219A,830510,106296,RUA,RUA,CONSUELO,219,A,87,703,Jardim dos Comerciários,265,979,Bairro,Nova York,9,VENDA NOVA,31650100.0,"(-19.789420047287418, -43.97080103622348)",-19.789420047287415,-43.97080103622348
47,713847,00990300026,828777,9903,PCA,PRACA,ENGENHEIRO FLAVIO GUTIERREZ,26,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210080.0,"(-19.95967598408153, -43.9134227224481)",-19.95967598408153,-43.9134227224481
48,332797,02633000207,76789,26330,RUA,RUA,ESTEVAO DE OLIVEIRA,207,,88,704,Jardim Montanhês,129,254,Bairro,Minas Gerais,5,NOROESTE,30730660.0,"(-19.90935196476388, -43.98474665448464)",-19.90935196476388,-43.98474665448464
49,615335,06190700131,703790,61907,RUA,RUA,JOSE TOLEDO DE OLIVEIRA,131,,159,783,São Gabriel,277,927,Bairro,São Gabriel,4,NORDESTE,31980540.0,"(-19.851137803259874, -43.91489087292725)",-19.851137803259878,-43.91489087292725
50,701933,11791400210,889313,117914,RUA,RUA,JOSE NOGUEIRA FILHO,210,,212,926,Fernão Dias,72,824,Bairro,Fernão Dias,4,NORDESTE,31910440.0,"(-19.87100357952595, -43.91946426064527)",-19.87100357952595,-43.91946426064527
51,257638,10917800403,353987,109178,RUA,RUA,VERGARA,403,,47,654,Coqueiros,107,743,Bairro,dos Coqueiros,5,NOROESTE,30881008.0,"(-19.897751059994494, -44.02414521379224)",-19.89775105999449,-44.02414521379224
52,26302,30258600657,807836,302586,RUA,RUA,DO EXECUTIVO,657,,288,1291,Bispo de Maura,14,44,Bairro,Nova Pampulha,8,PAMPULHA,31370802.0,"(-19.826335016467503, -44.013493247650565)",-19.826335016467503,-44.013493247650565
53,452954,12544300460,309347,125443,RUA,RUA,DOM OSCAR ROMERO,460,,70,682,Gameleira,158,244,Bairro,da Gameleira,7,OESTE,30510080.0,"(-19.93656955104702, -43.99027085789398)",-19.93656955104702,-43.99027085789398
54,689438,30455502287,876343,304555,EST,ESTRADA,DAS ANTENAS,2287,,9,612,Baleia,245,440,Bairro,da Baleia,3,LESTE,,"(-19.943602974981744, -43.89031482481611)",-19.943602974981744,-43.89031482481611
55,56196,12281001154,538338,122810,RUA,RUA,JORNALISTA DJALMA ANDRADE,1154,,13,618,Belvedere,209,122,Bairro,Belvedere,2,CENTRO-SUL,30320595.0,"(-19.974392603063013, -43.93344930180644)",-19.974392603063013,-43.93344930180644
56,713847,00990300026,828777,9903,PCA,PRACA,ENGENHEIRO FLAVIO GUTIERREZ,26,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210080.0,"(-19.95967598408153, -43.9134227224481)",-19.95967598408153,-43.9134227224481
57,596915,04854100070A,730734,48541,RUA,RUA,DOUTOR ALEIXO PARAGUASSU,70,A,202,829,Santa Branca,26,956,Bairro,Santa Branca,8,PAMPULHA,31565390.0,"(-19.8301233729058, -43.96475038760589)",-19.8301233729058,-43.96475038760589
58,632661,11972000039C,682913,119720,RUA,RUA,GASPAR DE LEMOS,39,C,178,803,Taquaril,100,453,Bairro,Vera Cruz,3,LESTE,30290090.0,"(-19.91850084389427, -43.88406779434912)",-19.91850084389427,-43.88406779434912
59,518381,10001600225,563546,100016,RUA,RUA,RADIALISTA ORLANDO CAVALCANTE,225,,38,643,Céu Azul,12,988,Bairro,Céu Azul,9,VENDA NOVA,31578440.0,"(-19.811004327641403, -44.006694724296786)",-19.811004327641403,-44.00669472429679
60,706433,05339003221,794915,53390,AVE,AVENIDA,ANTONIO FRANCISCO LISBOA,3221,,208,835,Confisco,46,43,Bairro,Confisco,8,PAMPULHA,31360443.0,"(-19.862649342608343, -44.0191587979437)",-19.862649342608343,-44.0191587979437
61,689293,05921400610,869828,59214,RUA,RUA,ROMA,610,,144,768,Santa Lúcia,259,121,Bairro,Santa Lúcia,7,OESTE,30360680.0,"(-19.970224316776914, -43.95450744294863)",-19.970224316776918,-43.95450744294863
62,295255,30319600204,366781,303196,RUA,RUA,WASHINGTON ALVES DA SILVA,204,,115,733,Nova Pampulha,16,983,Bairro,do Trevo,8,PAMPULHA,31370732.0,"(-19.831314562242905, -44.01687950125673)",-19.831314562242905,-44.01687950125673
63,8750,05728800010,382181,57288,RUA,RUA,JOAQUIM CORREA DE AQUINO,10,,26,631,Camargos,149,277,Bairro,Camargos,7,OESTE,30520430.0,"(-19.942952993890497, -44.02392382218033)",-19.942952993890497,-44.02392382218033
64,205449,04415000070,257151,44150,RUA,RUA,JOSE ALVES DE SOUZA,70,,151,775,Santa Terezinha,48,329,Bairro,Itatiaia,8,PAMPULHA,31360120.0,"(-19.87291744631766, -44.01256175190147)",-19.87291744631766,-44.01256175190147
65,64017,08137200245,20724,81372,RUA,RUA,TENENTE HELIM,245,,140,763,Santa Cruz,76,850,Bairro,Santa Cruz,4,NORDESTE,31150390.0,"(-19.875662459834135, -43.946134581600965)",-19.875662459834132,-43.946134581600965
66,584791,12552900285,636677,125529,RUA,RUA,JOAO LEMOS,285,,209,905,Paulo VI,42,919,Bairro,Antônio Ribeiro de Abreu,4,NORDESTE,31995150.0,"(-19.84167786822468, -43.891370009372864)",-19.84167786822468,-43.891370009372864
67,455155,08329200470,110123,83292,RUA,RUA,MARIA AMELIA MELLO,470,,142,766,Santa Helena,254,204,Bairro,Resplendor,1,BARREIRO,30642160.0,"(-19.987083221686596, -44.01371423263327)",-19.9870832216866,-44.01371423263327
68,330861,08912900560,62701,89129,RUA,RUA,WILSON JULIO DE OLIVEIRA,560,,368,1376,Pirineus,105,452,Bairro,Pirineus,3,LESTE,30285735.0,"(-19.92593580985212, -43.89119857431258)",-19.92593580985212,-43.89119857431258
69,326155,08141700045,16158,81417,RUA,RUA,PEREIRA PINTO,45,,20,625,Cachoeirinha,94,348,Vila,Cachoeirinha,4,NORDESTE,31150060.0,"(-19.883627005036384, -43.94911794729724)",-19.883627005036384,-43.94911794729724
70,715237,10998802900,799056,109988,AVE,AVENIDA,VILARINHO,2900,,299,1303,Cenáculo,7,890,Bairro,Cenáculo,9,VENDA NOVA,31615250.0,"(-19.809506410875485, -43.966491936840434)",-19.809506410875485,-43.966491936840434
71,699485,01087811038,827269,10878,RUA,RUA,PADRE ARGEMIRO MOREIRA,11038,,210,906,Capitão Eduardo,276,887,Bairro,Capitão Eduardo,4,NORDESTE,31998250.0,"(-19.815578141770125, -43.87755713063318)",-19.815578141770125,-43.87755713063318
72,42864,30782600466,878155,307826,RUA,RUA,JASMIN,466,,204,831,Jardim Vitória,67,776,Bairro,Vitória,4,NORDESTE,31974016.0,"(-19.84737322951276, -43.87609184612765)",-19.84737322951276,-43.87609184612765
73,348315,00145000178,278295,1450,RUA,RUA,AGRIPINO GRIECO,178,,259,1247,Tupi B,41,967,Bairro,Tupi,6,NORTE,31844120.0,"(-19.838305234201233, -43.91736620845097)",-19.838305234201236,-43.91736620845097
74,537126,09562300268B,573830,95623,RUA,RUA,ARNALDO LOURENCO,268,B,250,1173,Pousada Santo Antônio,67,776,Bairro,Vitória,4,NORDESTE,31970190.0,"(-19.85966722777362, -43.887755329940425)",-19.85966722777362,-43.887755329940425
75,570007,30304800387,630167,303048,RUA,RUA,MAR DO NORTE,387,,174,799,Serra Verde,264,957,Bairro,Serra Verde,9,VENDA NOVA,31630063.0,"(-19.78939399342908, -43.957727984407356)",-19.78939399342908,-43.95772798440736
76,123563,13039300033,112222,130393,RUA,RUA,EDMON DE SOUSA MELO,33,,226,1146,João Paulo II,251,629,Bairro,Diamante,1,BARREIRO,30660585.0,"(-19.98334751912857, -44.03463500319621)",-19.98334751912857,-44.03463500319621
77,142880,06935700110,151324,69357,RUA,RUA,ELY MURILO CLAUDIO,110,,130,750,Planalto,31,947,Bairro,Planalto,6,NORTE,31720020.0,"(-19.826649270607298, -43.956816120576455)",-19.826649270607295,-43.956816120576455
78,700964,30278900044,813675,302789,RUA,RUA,DOS MOREIRAS,44,,256,1241,Beija Flor,276,887,Bairro,Capitão Eduardo,4,NORDESTE,31998257.0,"(-19.838325085258063, -43.86471037975881)",-19.838325085258063,-43.86471037975881
79,202486,08675400533,273180,86754,RUA,RUA,PROFESSOR RUBENS GUELLI,533,,216,1065,Jardim Guanabara,38,896,Bairro,Jardim Guanabara,6,NORTE,31742227.0,"(-19.82768410230524, -43.9346713451525)",-19.82768410230524,-43.9346713451525
80,179628,03003100336,191443,30031,RUA,RUA,FREI ZACARIAS,336,,195,820,Xangri-lá,15,346,Bairro,Xangri-lá,8,PAMPULHA,31365700.0,"(-19.837694449333956, -44.019745646584404)",-19.83769444933396,-44.0197456465844
81,681822,10763601070,859418,107636,AVE,AVENIDA,JOAO PAULO I,1070,,2,602,Alípio de Melo,109,756,Conjunto Habitacional,Alípio de Melo,8,PAMPULHA,30840030.0,"(-19.889982140874714, -44.00701637647369)",-19.889982140874714,-44.00701637647369
82,620725,04805000230,701893,48050,RUA,RUA,CURIMATA,230,,159,783,São Gabriel,277,927,Bairro,São Gabriel,4,NORDESTE,31980670.0,"(-19.853581094620687, -43.9110714519203)",-19.853581094620687,-43.9110714519203
83,572098,06097300018,631205,60973,RUA,RUA,PADRE LEOPOLDO MERTENS,18,,158,782,São Francisco,82,879,Bairro,"São Francisco, Terceira Seção",8,PAMPULHA,31255200.0,"(-19.86950573311435, -43.95295160082255)",-19.86950573311435,-43.95295160082255
84,626812,02655700020,692398,26557,ROD,RODOVIA,STAEL MARY BICALHO MOTTA MAGALHAES,20,,13,618,Belvedere,209,122,Bairro,Belvedere,7,OESTE,30320760.0,"(-19.983459313434174, -43.947255709387775)",-19.98345931343417,-43.947255709387775
85,370674,05079600150,458980,50796,RUA,RUA,OZANAM,150,,82,698,Ipiranga,96,823,Bairro,Ipiranga,4,NORDESTE,31160210.0,"(-19.881743186485, -43.93410201567746)",-19.881743186485,-43.93410201567746
86,448299,04182000064,259029,41820,RUA,RUA,DEZ,64,,208,835,Confisco,46,43,Bairro,Confisco,8,PAMPULHA,31360630.0,"(-19.86723706952028, -44.0219502144733)",-19.86723706952028,-44.0219502144733
87,688604,10663301951,873279,106633,AVE,AVENIDA,JOSE DE PATROCINIO PONTES,1951,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210090.0,"(-19.961849659527086, -43.919019975290595)",-19.961849659527086,-43.9190199752906
88,713847,00990300026,828777,9903,PCA,PRACA,ENGENHEIRO FLAVIO GUTIERREZ,26,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210080.0,"(-19.95967598408153, -43.9134227224481)",-19.95967598408153,-43.9134227224481
89,352041,08859900100,281431,88599,RUA,RUA,ATALAIA,100,,84,700,Jaqueline,322,981,Bairro,Jaqueline,6,NORTE,31748400.0,"(-19.802138257207925, -43.92893129944863)",-19.802138257207925,-43.92893129944863
90,31788,11339000710,827223,113390,RUA,RUA,CARNAUBA,710,,473,1482,Zilah Spósito,322,981,Bairro,Jaqueline,6,NORTE,31748560.0,"(-19.799532633630395, -43.9243020449128)",-19.799532633630395,-43.9243020449128
91,24148,08887600780,895936,88876,RUA,RUA,PROFESSOR NAVANTINO ALVES,780,,478,1487,Cidade Jardim Taquaril,244,454,Bairro,Cidade Jardim Taquaril,3,LESTE,30285746.0,"(-19.93341036716918, -43.882541521360906)",-19.93341036716918,-43.882541521360906
92,398088,05254602049,459311,52546,AVE,AVENIDA,AMINTAS JACQUES DE MORAES,2049,,475,1484,Novo Glória,108,731,Bairro,Patrocínio,5,NOROESTE,30870353.0,"(-19.90629738521723, -44.01715376703022)",-19.90629738521723,-44.01715376703022
93,81587,00360400055,47395,3604,RUA,RUA,ANA DE SA,55,,131,751,Pompéia,192,451,Bairro,Paraíso,3,LESTE,30270030.0,"(-19.915150179190295, -43.90834075277807)",-19.91515017919029,-43.90834075277807
94,581867,01006800001B,505366,10068,RUA,RUA,MARZAGANIA,1,B,257,1245,Granja de Freitas,100,453,Bairro,Vera Cruz,3,LESTE,30285240.0,"(-19.90356648488168, -43.881997306496366)",-19.90356648488168,-43.881997306496366
95,689392,30435100127,879458,304351,RUA,RUA,FLOR DO CAMPO,127,,259,1247,Tupi B,41,967,Bairro,Tupi,6,NORTE,31842688.0,"(-19.825154525313792, -43.91699588589489)",-19.825154525313792,-43.91699588589489
96,264986,30186800035,546522,301868,RUA,RUA,CINQUENTA E SEIS,35,,242,1164,Mangueiras,292,631,Conjunto Habitacional,Vale do Jatobá,1,BARREIRO,30664322.0,"(-20.01232379558782, -44.04026302408463)",-20.01232379558782,-44.04026302408463
97,327762,00936401056,2473,9364,RUA,RUA,BERNARDO GUIMARAES,1056,,234,1156,Boa Viagem,179,4,Seção Urbana,Quarta,2,CENTRO-SUL,30140084.0,"(-19.930414246176028, -43.93434505418243)",-19.930414246176028,-43.93434505418243
98,30057,04984700327,831374,49847,AVE,AVENIDA,OLINTO MEIRELES,327,,480,1490,Bairro das Indústrias I,219,219,Bairro,das Indústrias,1,BARREIRO,30610822.0,"(-19.973278379285166, -44.013196909240584)",-19.97327837928517,-44.01319690924058
99,572087,30058100091,631194,300581,RUA,RUA,FRANCISCO CASTRO MONTEIRO,91,,18,623,Buritis,212,171,Bairro,dos Buritis,7,OESTE,30575835.0,"(-19.975610147123938, -43.97810165227809)",-19.975610147123938,-43.97810165227809
100,46820,08810000019,505624,88100,RUA,RUA,TREZENTOS E VINTE E OITO,19,,257,1245,Granja de Freitas,100,453,Bairro,Vera Cruz,3,LESTE,30286060.0,"(-19.909847081890824, -43.88149860516459)",-19.909847081890824,-43.88149860516459
101,482550,01032023626,536087,10320,ROD,RODOVIA,ANEL RODOVIARIO CELSO MELLO AZEVEDO,23626,,147,771,Maria Goretti,278,761,Bairro,Pirajá,4,NORDESTE,31930492.0,"(-19.858659448242836, -43.91030507731895)",-19.85865944824284,-43.91030507731895
102,305711,11051100493,428517,110511,RUA,RUA,NORMA GUILHERMINA DA SILVA,493,,216,1065,Jardim Guanabara,38,896,Bairro,Jardim Guanabara,6,NORTE,31742299.0,"(-19.823542652556053, -43.936188286897995)",-19.823542652556053,-43.936188286898
103,555727,05365200156,232777,53652,RUA,RUA,PILAR,156,,72,686,Grajaú,164,600,Vila,Lídia,7,OESTE,30431118.0,"(-19.937053962929834, -43.965540814973345)",-19.937053962929834,-43.96554081497335
104,713847,00990300026,828777,9903,PCA,PRACA,ENGENHEIRO FLAVIO GUTIERREZ,26,,101,718,Mangabeiras,312,109,Bairro,das Mangabeiras,2,CENTRO-SUL,30210080.0,"(-19.95967598408153, -43.9134227224481)",-19.95967598408153,-43.9134227224481
105,155384,07664000020,469417,76640,VIA,VIA,LIGACAO BR DUZENTOS E SESSENTA E DOIS - SABARA,20,,187,812,Goiânia,288,769,Bairro,Goiânia,4,NORDESTE,31970005.0,"(-19.860978245484144, -43.8937503936701)",-19.860978245484144,-43.8937503936701
106,522924,01031706000,544059,10317,ROD,RODOVIA,BR TREZENTOS E CINQUENTA E SEIS,6000,,13,618,Belvedere,209,122,Bairro,Belvedere,7,OESTE,30320765.0,"(-19.98294866957747, -43.949805607637906)",-19.98294866957747,-43.94980560763791
107,570807,08550604001,634308,85506,ROD,RODOVIA,PAPA JOAO PAULO II,4001,,174,799,Serra Verde,264,957,Bairro,Serra Verde,9,VENDA NOVA,31630901.0,"(-19.786150234929966, -43.94988005553128)",-19.786150234929966,-43.94988005553128
108,199965,00450600151,238126,4506,RUA,RUA,ANTONIO DIAS,151,,154,778,Santo Antônio,202,120,Ex Colônia,Afonso Pena,2,CENTRO-SUL,30350150.0,"(-19.944697638693352, -43.94571873764823)",-19.944697638693352,-43.94571873764823
