number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917605,Google,2917605,-23.4844128,-46.49832050000001,,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917605,MapBox,2917605,-23.484366,-46.498309,0.865661,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917605,OpenRouteService,2917605,-23.420332,-51.438213,1.0,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917605,Here,2917605,-23.63813,-46.73741,0.73,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2917606,Here,2917606,-23.58455,-46.48862,1.0,"SAO PAULO, ARICANDUVA,      11555, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2917606,Google,2917606,-23.5795193,-46.5110261,,"SAO PAULO, ARICANDUVA,      11555, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2917606,OpenRouteService,2917606,-23.570533,-46.663713,1.0,"SAO PAULO, ARICANDUVA,      11555, SP"
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2917606,MapBox,2917606,-23.584562,-46.488611,0.862963,"SAO PAULO, ARICANDUVA,      11555, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917607,OpenRouteService,2917607,-23.420332,-51.438213,1.0,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917607,Google,2917607,-23.4844128,-46.49832050000001,,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917607,MapBox,2917607,-23.484366,-46.498309,0.865661,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917607,Here,2917607,-23.63813,-46.73741,0.73,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2917608,MapBox,2917608,-23.602231,-46.783634,0.86963,"SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2917608,Here,2917608,-23.60211,-46.78378,0.95,"SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2917608,OpenRouteService,2917608,-23.601774,-46.784011,1.0,"SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SP"
333,RUA ENGENHEIRO HUGO TAKAHASHI,SAO PAULO,-23.602643,-46.786232,2917608,Google,2917608,-23.602055,-46.7838672,,"SAO PAULO, RUA ENGENHEIRO HUGO TAKAHASHI, 333, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917609,MapBox,2917609,-23.610855,-46.455773,0.78037,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917609,OpenRouteService,2917609,-23.570533,-46.663713,1.0,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917609,Here,2917609,-23.46652,-46.58925,1.0,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917609,Google,2917609,-23.5557714,-46.6395571,,"SAO PAULO, AMIZADE,          2, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917610,Here,2917610,-23.88093,-46.62635,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917610,Google,2917610,-23.8747448,-46.631251,,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917610,MapBox,2917610,-23.8924383,-46.6174,0.686429,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917610,OpenRouteService,2917610,-23.586137,-46.723912,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2917611,MapBox,2917611,-23.566052,-46.545168,0.86037,"SAO PAULO, RUA TIRANA, 34, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2917611,Here,2917611,-23.56561,-46.54644,1.0,"SAO PAULO, RUA TIRANA, 34, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2917611,OpenRouteService,2917611,-23.586137,-46.723912,1.0,"SAO PAULO, RUA TIRANA, 34, SP"
34,RUA TIRANA,SAO PAULO,-23.565428,-46.547746,2917611,Google,2917611,-23.5655807,-46.54643220000001,,"SAO PAULO, RUA TIRANA, 34, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2917612,Google,2917612,-23.5321979,-46.7477254,,"SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2917612,OpenRouteService,2917612,-23.627025,-46.503727,1.0,"SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2917612,Here,2917612,-23.53238,-46.74735,1.0,"SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501, SP"
1501,AVENIDA DAS NACOES UNIDAS,SAO PAULO,-23.537799,-46.741184,2917612,MapBox,2917612,-23.552921,-46.7204,0.86963,"SAO PAULO, AVENIDA DAS NACOES UNIDAS, 1501, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2917613,Google,2917613,-23.4847989,-46.4646045,,"SAO PAULO, JAPICHAUA, 313, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2917613,MapBox,2917613,-23.514499,-46.335404,0.808519,"SAO PAULO, JAPICHAUA, 313, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2917613,OpenRouteService,2917613,-23.570533,-46.663713,1.0,"SAO PAULO, JAPICHAUA, 313, SP"
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2917613,Here,2917613,-23.60723,-46.60789,0.86,"SAO PAULO, JAPICHAUA, 313, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,MapBox,2917614,-23.610855,-46.455773,0.78037,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,OpenRouteService,2917614,-23.570533,-46.663713,1.0,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,Google,2917614,-23.5557714,-46.6395571,,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917614,Here,2917614,-23.46652,-46.58925,1.0,"SAO PAULO, AMIZADE,          2, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,MapBox,2917615,-23.839478,-46.734139,0.865661,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,Here,2917615,-23.50531,-46.4265,0.8,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,Google,2917615,-23.8396012,-46.7344921,,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP"
266,RUA BENJAMIM DIEMAR,SAO PAULO,-23.839513,-46.736228,2917615,OpenRouteService,2917615,-23.570533,-46.663713,1.0,"SAO PAULO, RUA BENJAMIM DIEMAR, 266, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,OpenRouteService,2917616,-23.420332,-51.438213,1.0,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,Google,2917616,-23.4844128,-46.49832050000001,,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,MapBox,2917616,-23.484366,-46.498309,0.865661,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2917616,Here,2917616,-23.63813,-46.73741,0.73,"SAO PAULO, BATUIRA DO CAMPO, 49, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,MapBox,2917617,-23.67135,-46.708699,0.778889,"SAO PAULO, FRANCISCO MENDES, 238, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,Here,2917617,-23.48459,-46.56956,0.68,"SAO PAULO, FRANCISCO MENDES, 238, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,Google,2917617,-23.667887,-46.7107246,,"SAO PAULO, FRANCISCO MENDES, 238, SP"
238,FRANCISCO MENDES,SAO PAULO,-23.67025,-46.709448,2917617,OpenRouteService,2917617,-23.570533,-46.663713,1.0,"SAO PAULO, FRANCISCO MENDES, 238, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,MapBox,2917618,-23.480891,-46.661855,0.865661,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,Google,2917618,-23.4808356,-46.6617442,,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,Here,2917618,-23.4809,-46.66181,1.0,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP"
80,RUA MENDONCA JUNIOR,SAO PAULO,-23.480931,-46.661762,2917618,OpenRouteService,2917618,-23.586137,-46.723912,1.0,"SAO PAULO, RUA MENDONCA JUNIOR, 80, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,MapBox,2917619,-23.610426,-46.64296,0.86037,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,OpenRouteService,2917619,-23.570533,-46.663713,1.0,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,Here,2917619,-23.61048,-46.64295,1.0,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917619,Google,2917619,-23.5557714,-46.6395571,,"SAO PAULO, DOS LIRIOS, 10, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,OpenRouteService,2917620,-23.570533,-46.663713,1.0,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,Here,2917620,-23.48197,-46.38222,1.0,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,Google,2917620,-23.4820461,-46.3822127,,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP"
        87,MANUEL FELIX DE LIMA,SAO PAULO,-23.478051,-46.384025,2917620,MapBox,2917620,-23.4821,-46.38231,0.86963,"SAO PAULO, MANUEL FELIX DE LIMA,         87, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,MapBox,2917621,-23.739479,-46.793462,0.778889,"SAO PAULO, PLINIO DIAS, 10022, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,Here,2917621,-23.73736,-46.79593,0.8,"SAO PAULO, PLINIO DIAS, 10022, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,OpenRouteService,2917621,-20.184872,-43.910398,1.0,"SAO PAULO, PLINIO DIAS, 10022, SP"
10022,PLINIO DIAS,SAO PAULO,-23.738639,-46.796116,2917621,Google,2917621,-23.739473,-46.7934549,,"SAO PAULO, PLINIO DIAS, 10022, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,OpenRouteService,2917622,-23.586137,-46.723912,1.0,"SAO PAULO, RUA DOIS, 2, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,Google,2917622,-23.6955796,-46.6420045,,"SAO PAULO, RUA DOIS, 2, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,MapBox,2917622,-23.508085,-46.38678,0.86037,"SAO PAULO, RUA DOIS, 2, SP"
2,RUA DOIS,SAO PAULO,-23.87856,-46.651063,2917622,Here,2917622,-23.57488,-46.4545,1.0,"SAO PAULO, RUA DOIS, 2, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,OpenRouteService,2917623,-10.653041,-45.183643,1.0,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,Here,2917623,-23.86747,-46.7558,0.98,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,MapBox,2917623,-23.436001,-46.462303,0.706931,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP"
101,RUA ENRIQUE AMORIM,SAO PAULO,-23.867041,-46.75333,2917623,Google,2917623,-23.8683448,-46.7567086,,"SAO PAULO, RUA ENRIQUE AMORIM, 101, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,Here,2917624,-23.6764,-46.78575,1.0,"SAO PAULO, ALGARD, 13, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,Google,2917624,-23.675973,-46.7852821,,"SAO PAULO, ALGARD, 13, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,MapBox,2917624,-23.675909,-46.78537,0.78037,"SAO PAULO, ALGARD, 13, SP"
13,ALGARD,SAO PAULO,-23.676041,-46.785333,2917624,OpenRouteService,2917624,-20.88587,-47.597952,1.0,"SAO PAULO, ALGARD, 13, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,OpenRouteService,2917625,-5.097605,-42.801926,1.0,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,Google,2917625,-23.6290781,-46.47465,,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,MapBox,2917625,-23.629529,-46.475117,0.86963,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP"
145,RUA SALVADOR DE PAIVA,SAO PAULO,-23.629279,-46.47421,2917625,Here,2917625,-23.62931,-46.47382,1.0,"SAO PAULO, RUA SALVADOR DE PAIVA, 145, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,Google,2917626,-23.7543459,-46.6778332,,"SAO PAULO, PORTUNHOS, SN, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,Here,2917626,-23.75439,-46.67783,1.0,"SAO PAULO, PORTUNHOS, SN, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,OpenRouteService,2917626,-23.570533,-46.663713,1.0,"SAO PAULO, PORTUNHOS, SN, SP"
SN,PORTUNHOS,SAO PAULO,-23.754273,-46.677856,2917626,MapBox,2917626,-23.68267,-46.367031,0.71963,"SAO PAULO, PORTUNHOS, SN, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,MapBox,2917627,-23.610426,-46.64296,0.86037,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,Google,2917627,-23.5557714,-46.6395571,,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,Here,2917627,-23.61048,-46.64295,1.0,"SAO PAULO, DOS LIRIOS, 10, SP"
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2917627,OpenRouteService,2917627,-23.570533,-46.663713,1.0,"SAO PAULO, DOS LIRIOS, 10, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,OpenRouteService,2917628,-23.570533,-46.663713,0.6,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,MapBox,2917628,-23.436548,-46.771387,0.78037,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,Google,2917628,-23.5557714,-46.6395571,,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917628,Here,2917628,-23.43654,-46.7714,1.0,"SAO PAULO, UBERLANDIA, 9, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,MapBox,2917629,-23.610855,-46.455773,0.78037,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,OpenRouteService,2917629,-23.570533,-46.663713,1.0,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,Here,2917629,-23.46652,-46.58925,1.0,"SAO PAULO, AMIZADE,          2, SP"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2917629,Google,2917629,-23.5557714,-46.6395571,,"SAO PAULO, AMIZADE,          2, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,Here,2917630,-23.88093,-46.62635,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,OpenRouteService,2917630,-23.586137,-46.723912,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,MapBox,2917630,-23.8924383,-46.6174,0.686429,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917630,Google,2917630,-23.8747448,-46.631251,,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,OpenRouteService,2917631,-23.570533,-46.663713,0.6,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,Here,2917631,-23.43654,-46.7714,1.0,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,MapBox,2917631,-23.436548,-46.771387,0.78037,"SAO PAULO, UBERLANDIA, 9, SP"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2917631,Google,2917631,-23.5557714,-46.6395571,,"SAO PAULO, UBERLANDIA, 9, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,OpenRouteService,2917632,-22.154376,-48.428808,0.3,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,Here,2917632,-23.80633,-46.76526,0.88,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,MapBox,2917632,-23.4784143,-46.6076177,0.559444,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2917632,Google,2917632,-23.8055859,-46.7645897,,"SAO PAULO, SINFONIA MILITAR TRAV H, S/N, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,MapBox,2917633,-23.559982,-46.502293,0.86037,"SAO PAULO, JOSE OITICICA, 113, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,OpenRouteService,2917633,-23.570533,-46.663713,1.0,"SAO PAULO, JOSE OITICICA, 113, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,Here,2917633,-23.55993,-46.50322,1.0,"SAO PAULO, JOSE OITICICA, 113, SP"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2917633,Google,2917633,-23.5597784,-46.5031581,,"SAO PAULO, JOSE OITICICA, 113, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,OpenRouteService,2917634,-23.586137,-46.723912,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,MapBox,2917634,-23.8924383,-46.6174,0.686429,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,Here,2917634,-23.88093,-46.62635,1.0,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2917634,Google,2917634,-23.8747448,-46.631251,,"SAO PAULO, ESTRADA DO CURUCUTU, SN, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2917635,Here,2917635,-23.59252,-46.5113,0.7,"SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2917635,OpenRouteService,2917635,-23.586137,-46.723912,1.0,"SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8, SP"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2917635,Google,2917635,-23.6224914,-46.4144929,,"SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2917636,Here,2917636,-23.79558,-46.7365,1.0,"SAO PAULO, CARLOS JORGE SCHMIDT,         32, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2917636,OpenRouteService,2917636,-23.570533,-46.663713,1.0,"SAO PAULO, CARLOS JORGE SCHMIDT,         32, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2917636,Google,2917636,-23.7920152,-46.7348308,,"SAO PAULO, CARLOS JORGE SCHMIDT,         32, SP"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2917636,MapBox,2917636,-23.795478,-46.736795,0.865661,"SAO PAULO, CARLOS JORGE SCHMIDT,         32, SP"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2917637,Here,2917637,-23.87114,-46.67653,1.0,"SAO PAULO, JANE VANINE CAPOZI,         45, SP"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2917637,Google,2917637,-23.8708601,-46.6766266,,"SAO PAULO, JANE VANINE CAPOZI,         45, SP"
