number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,Google,2927629,-23.5557714,-46.6395571,,"SP, SAO PAULO, AMIZADE,          2"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,Here,2927629,-23.46652,-46.58925,1.0,"SP, SAO PAULO, AMIZADE,          2"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,MapBox,2927629,-23.610855,-46.455773,0.917407,"SP, SAO PAULO, AMIZADE,          2"
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927629,OpenRouteService,2927629,-23.522392,-46.593147,1.0,"SP, SAO PAULO, AMIZADE,          2"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,MapBox,2927630,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,Google,2927630,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,OpenRouteService,2927630,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927630,Here,2927630,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,MapBox,2927631,-23.436548,-46.771387,0.917407,"SP, SAO PAULO, UBERLANDIA, 9"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,Here,2927631,-23.43654,-46.7714,1.0,"SP, SAO PAULO, UBERLANDIA, 9"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,Google,2927631,-18.9127749,-48.2755227,,"SP, SAO PAULO, UBERLANDIA, 9"
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927631,OpenRouteService,2927631,-23.522392,-46.593147,1.0,"SP, SAO PAULO, UBERLANDIA, 9"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,OpenRouteService,2927632,-23.805701,-46.76469,1.0,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,Here,2927632,-23.80633,-46.76526,0.88,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,Google,2927632,-23.8055859,-46.7645897,,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N"
S/N,SINFONIA MILITAR TRAV H,SAO PAULO,-23.803575,-46.764608,2927632,MapBox,2927632,-23.5720944,-46.5860072,0.65358,"SP, SAO PAULO, SINFONIA MILITAR TRAV H, S/N"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,Google,2927633,-23.5597784,-46.5031581,,"SP, SAO PAULO, JOSE OITICICA, 113"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,Here,2927633,-23.55993,-46.50322,1.0,"SP, SAO PAULO, JOSE OITICICA, 113"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,OpenRouteService,2927633,-23.522392,-46.593147,1.0,"SP, SAO PAULO, JOSE OITICICA, 113"
113,JOSE OITICICA,SAO PAULO,-23.559894,-46.503401,2927633,MapBox,2927633,-23.559982,-46.502293,0.99,"SP, SAO PAULO, JOSE OITICICA, 113"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,MapBox,2927634,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,Here,2927634,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,Google,2927634,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927634,OpenRouteService,2927634,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2927635,OpenRouteService,2927635,-23.522392,-46.593147,1.0,"SP, SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2927635,Here,2927635,-23.62264,-46.41304,0.78,"SP, SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8"
8,RUA GOLFO DONA CALIFORNIA,SAO PAULO,-23.622459,-46.413492,2927635,Google,2927635,-23.6224914,-46.4144929,,"SP, SAO PAULO, RUA GOLFO DONA CALIFORNIA, 8"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927636,Google,2927636,-23.7920152,-46.7348308,,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927636,Here,2927636,-23.79558,-46.7365,1.0,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927636,MapBox,2927636,-23.795478,-46.736795,0.99,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32"
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927636,OpenRouteService,2927636,-23.522392,-46.593147,1.0,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32"
        45,JANE VANINE CAPOZI,SAO PAULO,-23.868805,-46.678967,2927637,MapBox,2927637,-23.870596,-46.676843,0.99,"SP, SAO PAULO, JANE VANINE CAPOZI,         45"
